,filename,province_std,location_std,hdd,houseType,houseSubType,planShape,storeys,decade,vintageExact,murbStoreysInBuilding,murbDwellingCount,murbNonResUnitCount,murbUnitsVisitedCount,agFloorArea,bgFloorArea,nonResUnitFloorArea,commonSpacesFloorArea,totFloorArea,totVolume,highestCeiling,ach,ela,numAdults,numChildren,numInfants,commonSpaceElectricalConsumption,dailyElectricApplianceConsumption,dailyLightingConsumption,dailyOtherElectricityConsumption,dailyExteriorElectricityConsumption,dailyHotWaterLoad,hotWaterSetPoint,dayHeatingSetPoint,nightHeatingSetPoint,coolingSetPoint,setbackDuration,spaceHeatingType,spaceHeatingFuel,spaceHeatingEquipType,spaceHeatingEff,spaceHeatingEffType,spaceHeatingCapacity,spaceHeatingPilotLight,spaceHeatingFlueDiameter,spaceHeatingDualFuel,spaceHeatingDualFuelSwitchTemp,supplHeatingFuel,supplHeatingEquipType,supplHeatingEff,supplHeatingCapacity,supplHeatingPilotLight,supplHeatingFlueDiameter,supplHeatingLocationHeated,supplHeatingAreaHeated,supplHeatingDamperClosed,supplHeatingUsed,coolingEquipType,coolingEff,coolingEffType,coolingCapacity,heatPumpType,heatPumpEquipType,heatPumpMode,heatPumpHeatingEff,heatPumpHeatingEffType,heatPumpCoolingEff,heatPumpCoolingEffType,heatPumpCapacity,coldClimateHeatPump,heatPumpRestrictedTemp,primaryDhwFuel,primaryDhwTankType,primaryDhwTankVolume,primaryDhwEF,primaryDhwIsUEF,primaryDhwPilotLight,primaryDhwFlueDiameter,primaryHasDwhr,secondaryDhwFuel,secondaryDhwTankType,secondaryDhwTankVolume,secondaryDhwEF,secondaryDhwIsUEF,secondaryDhwPilotLight,secondaryDhwFlueDiameter,secondaryHasDwhr,generationPresent,solarPvArraySize,solarPvArrayAngle,solarPvArrayAzimuth,solarPvEff,solarPvNOCT,solarPvTempCoeff,solarPvMiscLosses,solarPvInverterEff,solarPvOtherLosses,solarPvGridAbsorpitionRate,hrvPresent,hrvTotalSupply,hrvTotalReturn,hrvEff1,hrvTemp1,hrvEff2,hrvTemp2,wholeBathroomVentCount,wholeBathroomVentTotalExhaust,wholeRangeVentCount,wholeRangeVentTotalExhaust,wholeUtilityVentCount,wholeUtilityVentTotalSupply,wholeUtilityVentTotalExhaust,supplBathroomVentCount,supplBathroomVentTotalExhaust,supplRangeVentCount,supplRangeVentTotalExhaust,supplUtilityVentCount,supplUtilityVentTotalSupply,supplUtilityVentTotalExhaust,dryerVentCount,dryerVentTotalExhaust,basementConfig,basementPerimeter,basementExpPerimeter,basementFloorArea,basementWallHeight,basementWallDepth,basementIntWallInsAreaFrac,basementExtWallInsAreaFrac,basementPonyWallHeight,basementPonyWallInsAreaFrac,isBasementHeated,basementSeparateThermostat,crawlspaceConfig,crawlspaceVentType,crawlspacePerimeter,crawlspaceExpPerimeter,crawlspaceFloorArea,crawlspaceWallHeight,crawlspaceWallDepth,crawlspaceWallInsAreaFrac,isCrawlspaceHeated,slabConfig,slabPerimeter,slabExpPerimeter,slabArea,ceilingConstType,ceilingLength,ceilingArea,ceilingRoofSlope,ceilingHeelHeight,ceilingFlatLength,ceilingFlatArea,ceilingFlatRoofSlope,ceilingFlatHeelHeight,expFloorArea,expFloorLength,bufferedExpFloorArea,bufferedExpFloorLength,wallArea,wallPerimeter,wallEqHeight,wallCornersTot,wallIntersectionsTot,bufferedWallArea,bufferedWallPerimeter,bufferedWallEqHeight,bufferedWallCornersTot,bufferedWallIntersectionsTot,floorHeaderArea,floorHeaderPerimeter,floorHeaderEqHeight,floorHeaderFoundationArea,floorHeaderFoundationPerimeter,floorHeaderFoundationEqHeight,doorCount,avgDoorWidth,avgDoorHeight,windowCountS,windowAreaS,windowCountSW,windowAreaSW,windowCountW,windowAreaW,windowCountNW,windowAreaNW,windowCountN,windowAreaN,windowCountNE,windowAreaNE,windowCountE,windowAreaE,windowCountSE,windowAreaSE,skylightCount,skylightArea,totWindowArea,glazingRatio,dominantBasementWallType,dominantBasementWallRVal,dominantBasementWallAreaFrac,dominantBasementExtWallType,dominantBasementExtWallRVal,dominantBasementExtWallAreaFrac,dominantFloorsAboveType,dominantFloorsAboveRVal,dominantFloorsAboveAreaFrac,dominantPonyWallType,dominantPonyWallRVal,dominantPonyWallAreaFrac,dominantCrawlspaceWallType,dominantCrawlspaceWallRVal,dominantCrawlspaceWallAreaFrac,dominantSlabType,dominantSlabRVal,dominantSlabAreaFrac,dominantCeilingType,dominantCeilingRVal,dominantCeilingAreaFrac,dominantCeilingFlatType,dominantCeilingFlatRVal,dominantCeilingFlatAreaFrac,dominantExpFloorType,dominantExpFloorRVal,dominantExpFloorAreaFrac,dominantExpFloorBuffType,dominantExpFloorBuffRVal,dominantExpFloorBuffAreaFrac,dominantWallType,dominantWallRVal,dominantWallLintelType,dominantWallAreaFrac,dominantFloorHeaderType,dominantFloorHeaderRVal,dominantFloorHeaderAreaFrac,dominantWindowType,dominantWindowRVal,dominantWindowShgc,dominantWindowAreaFrac,dominantDoorType,dominantDoorRVal,dominantDoorAreaFrac,equivBasementWallRVal,equivExtBasementWallRVal,equivBasementFloorsAboveRVal,equivPonyWallRVal,equivCrawlspaceWallRVal,equivSlabRVal,equivCeilingRVal,equivCeilingFlatRVal,equivExpFloorRVal,equivExpFloorBuffRVal,equivWallRVal,equivFloorHeaderRVal,equivDoorRVal,old_weather_zone,weather_zone,zone_changed,period,selected_for_zone,selected_for_period,selected_for_heating,selected_for_house_type,similarity_rmse,similarity_correlation
220,ERS-EX-25497.H2K,QUEBEC,LENNOXVILLE,4517.0,House,Single Detached,Rectangular,One storey,2000,2005,0.0,0.0,0.0,0.0,77.0,77.0,0.0,0.0,154.0,389.453,3.6576,1.96,275.7853,2,1,0,0.0,6.2997,2.6,9.7,0.9,190.4565,55,21.0,18.0,24.0,8,Baseboards,Electric,Baseboards,100.0,Steady State,9.5,0.0,0.0,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,272.7654,0.7965,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,1,25.0132,25.0132,2,65.9782,1,75.0,0,0.0,0.0,1,38.0,BCCB_4,35.18,35.1748,76.9702,2.3165,1.4021,1.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Attic/hip,35.1739,76.9702,0.75,0.1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.76803776,35.1739,2.4384,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.72100472,35.1739,0.3048,1,0.864,2.083,0,0.0,3,1.85806092192,0,0.0,3,5.87095618796001,0,0.0,5,5.380634659080001,0,0.0,3,5.82708569912,0,0.0,18.93673746808001,14.719248824400204,0000N1,1.8472,1.0,,0.0,0.0,4241000660,0.7061,1.0,,0.0,0.0,,0.0,0.0,Sp̩cifi̩ par l'utilisateur,0.0,1.0,2403J01000,6.8395,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1211Y01221,3.0221,100,0.7668981830277564,1800390220,7.3836,0.7668981830277564,202214,0.3191,0.5841999999999999,0.5834014428590019,4.0,0.98,1.0,1.8472,0.0,0.7061,0.0,0.0,0.0,6.839499999999999,0.0,0.0,0.0,3.0224961022112806,7.428756970309225,0.98,479.0,6832,True,post1980,6832,post1980,Baseboards,House,,
774,ERS-EX-26809.H2K,QUEBEC,LENNOXVILLE,4517.0,House,Single Detached,L-shape,Two storeys,2000,2001,0.0,0.0,0.0,0.0,123.0,59.7,0.0,0.0,182.7,482.9835,5.6998,2.4037,463.4019,2,1,0,0.0,6.2997,2.6,9.7,0.9,190.4565,55,21.0,18.0,25.0,8,Furnace,Oil,Furnace w/ flame ret. head,83.0,Steady State,11.0,0.0,127.0,False,0.0,Electric,Baseboard/Hydronic/Plenum(duct) htrs,30.0,15.0,0.0,0.0,Basement,59.64,False,Never,Central split system,3.0,COP,4.3169,,,,,COP,,,,,,Electricity,Conventional tank,180.9344,0.822,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,True,27.9865,27.9865,65,0,62,-25,0,0.0,0,0.0,0,0.0,0.0,2,65.9782,1,74.9924,0,0.0,0.0,1,37.9918,BCCB_4,33.14,33.1327,59.6995,2.4994,1.8898,1.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,"Scissor,Attic/gable",26.9535,64.8277,0.417,0.1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.50352936000002,72.2072,2.278215044483099,10.0,6.0,0.0,0.0,0.0,0.0,0.0,10.4701848,34.351,0.3048,10.09857264,33.1318,0.3048,3,1.524,2.083,6,3.90192768,2,5.55418244,0,0.0,1,1.85806104384,0,0.0,3,3.41418696384,0,0.0,4,3.74837973716,0,0.0,18.47673786484,9.001188483591921,0000N3,3.0856,1.0,,0.0,0.0,4231000660,0.7057,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2403501000,4.9037,0.8981083703416904,,0.0,0.0,,0.0,0.0,,0.0,0.0,1211301141,3.1306666666666665,100,1.0,1800300520,3.8558,0.5090334129585613,200214,0.35894,0.60088,0.4272844767443132,4.0,0.98,0.6,3.0856,0.0,0.7057,0.0,0.0,0.0,4.888135295453959,0.0,0.0,0.0,3.1913290693906684,3.074695586344616,0.5905537459283389,479.0,6832,True,post1980,6832,post1980,Furnace,House,,
232,ERS-EX-25517.H2K,QUEBEC,LENNOXVILLE,4517.0,House,Single Detached,"Other, 7-8 corners",Two storeys,1910,1912,0.0,0.0,0.0,0.0,153.9,72.4,0.0,0.0,226.3,562.4322,5.8522,4.9243,921.4095,2,1,0,0.0,6.2997,2.6,9.7,0.9,190.4607,55,21.0,18.0,25.0,8,Baseboards,Electric,Baseboards,100.0,Steady State,26.5,0.0,0.0,False,0.0,Mixed Wood,Advanced airtight wood stove,30.0,2.0,0.0,127.0,Basement,12.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,189.3,0.822,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,33.0,1,75.0,0,0.0,0.0,1,38.0,BCCB_4,37.8,37.7961,72.4086,2.6335,2.0757,0.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,"Cathedral,Attic/hip",27.1272,52.71040000000001,0.3333,0.1006,6.2636,39.233,0.3333,0.0,0.0,0.0,0.0,0.0,167.72663361,76.10849999999999,2.20378319911705,8.0,8.0,0.0,0.0,0.0,0.0,0.0,9.064438,39.4106,0.23,8.63998272,37.7952,0.2286,2,0.864,2.083,0,0.0,5,6.730309120000001,0,0.0,4,4.16257237588,0,0.0,2,0.9483852,0,0.0,4,4.25612052,0,0.0,16.09738721588,7.794827046282259,,0.0,0.0,,0.0,0.0,4231000660,0.7058,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2213Y07000,3.3783333333333334,1.0,2213007000,0.3446,1.0,,0.0,0.0,,0.0,0.0,1251M07521,1.9839,100,1.0,1800000520,0.6878,1.0,200022,0.3348142857142857,0.5482285714285714,0.7866618545093957,5.0,1.14,0.5,0.0,0.0,0.7058,0.0,0.0,0.0,3.3945963458503825,0.3446,0.0,0.0,1.98533814767586,0.6878,0.5811764705882354,479.0,6832,True,pre1960,6832,pre1960,Baseboards,House,,
773,ERS-EX-26808.H2K,QUEBEC,LENNOXVILLE,4517.0,House,Single Detached,Rectangular,One and a half,1930,1930,0.0,0.0,0.0,0.0,165.4,61.3,0.0,0.0,226.7,452.3419,4.9073,13.2043,2856.2402,2,1,0,0.0,6.2997,2.6,9.7,0.9,190.4607,55,21.0,18.0,25.0,8,Furnace,Mixed Wood,Advanced airtight wood stove,70.0,Steady State,32.5,0.0,127.0,False,0.0,Electric,Baseboard/Hydronic/Plenum(duct) htrs,30.0,2.0,0.0,0.0,Main Floors,12.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,180.9344,0.822,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,75.0,0,0.0,0.0,1,38.0,BCCB_4,32.07,32.065,62.54246064,1.6154,1.0363,0.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,"Attic/gable,Cathedral",5.8826,31.8936,0.417,0.1006,3.2278,46.1728,0.417,9.7536,0.0,0.0,0.0,0.0,189.25787514,92.2722,2.0510822884899245,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.16618636,35.7226,0.2285999999999999,10.0652035,32.065,0.3139,3,1.1,1.901,6,6.2381752860832105,0,0.0,3,2.3587051479599994,0,0.0,2,2.36902796196002,0,0.0,2,1.7187064279599995,0,0.0,0,0.0,12.68461482396323,5.611218735021665,,0.0,0.0,,0.0,0.0,4231000660,0.7057,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2213206000,2.2159,1.0,2213207000,2.1998,1.0,,0.0,0.0,,0.0,0.0,16E0007020,1.4194,100,0.5898064782637292,1800000000,0.48,0.5520809755751666,200224,0.3596,0.5476166666666668,0.6258013981286841,2.0,0.39,0.706704817143843,0.0,0.0,0.7057,0.0,0.0,0.0,2.2159,2.1998,0.0,0.0,1.5045564399618812,0.5551228357374952,0.4736318644132142,479.0,6832,True,pre1960,6832,pre1960,Furnace,House,,
453,ERS-EX-26189.H2K,QUEBEC,MCTAVISH,4028.0,House,Single Detached,Rectangular,One storey,1960,1968,0.0,0.0,0.0,0.0,65.0,38.8,0.0,0.0,103.8,267.3394,5.1206,12.0592,1290.8242,2,1,0,0.0,6.2997,2.6,9.7,0.9,189.4143,55,21.0,18.0,25.0,8,Baseboards,Electric,Baseboards,100.0,Steady State,14.0,0.0,0.0,False,0.0,Electric,Radiant floor panels,30.0,2.0,0.0,0.0,Main Floors,4.65,False,Always,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,189.3,0.82,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,2,66.0,1,75.0,1,0.0,75.0018,1,38.0,BCCB_8,25.58,25.5736,38.7591,2.225,1.0058,1.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Cathedral,0.0,0.0,0.0,0.0,8.0833,65.3573,0.3333,0.0,26.6074,5.1572,0.0,0.0,95.77643726,40.2854,2.3774478411533706,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.15790616,25.5727,0.2408,3,0.889,2.032,0,0.0,2,1.80193188,0,0.0,5,7.640629966360001,0,0.0,0,0.0,0,0.0,6,8.84836956256,0,0.0,18.29093140892,13.740835565775742,0000O1,2.7147,1.0,,0.0,0.0,4231000660,0.7055,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,,0.0,0.0,2231191000,2.8876,1.0,3231306640,4.209,1.0,,0.0,0.0,1201201141,2.2947,100,0.8877060698050024,18000G0040,4.0039,1.0,213014,0.51805,0.3949,0.7989488934277768,2.0,0.39,0.6666666666666666,2.7147,0.0,0.7055,0.0,0.0,0.0,0.0,2.8876,4.209,0.0,2.2657806572270847,4.0039,0.3830973451327434,477.0,6965,True,1960-1980,6965,1960-1980,Baseboards,House,,
1395,ERS-EX-25777.h2k,QUEBEC,MONTREAL INTL,4200.0,Multi-unit: whole building,Attached Triplex,Rectangular,Two storeys,1960,1964,0.0,3.0,0.0,0.0,194.0,73.8,0.0,6.9,267.8,674.6205,7.4676,5.8376,1561.8141,6,0,0,0.5934,15.5392,5.1,13.2,1.2,373.1646,55,21.0,18.0,25.0,8,Baseboards,Electric,Baseboards,100.0,Steady State,22.0,0.0,0.0,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,246.0999,0.82,False,0.0,0.0,False,Electricity,Conventional tank,246.1,0.8045,False,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,3,99.0363,3,225.0792,0,0.0,0.0,1,114.0,BCCB_4,41.15,24.384,54.5341,2.1641,0.7925,0.57,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Flat,0.0,0.0,0.0,0.0,13.2588,96.9908,0.0,0.0,23.2258,7.3152,0.0,0.0,83.76172224000001,34.1376,2.453650000000001,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5741824,24.384,0.2286,5,0.864,2.032,8,10.9586887506,0,0.0,0,0.0,0,0.0,5,16.0438390578,0,0.0,0,0.0,0,0.0,0,0.0,27.0025278084,21.99243206972361,UserSpecified_0.14,0.1356,1.0,,0.0,0.0,4231000660,0.7057,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,,0.0,0.0,2423109000,1.6167,1.0,3231101610,2.2155,1.0,,0.0,0.0,16E0109040,3.0238,100,1.0,1800000040,0.8035,1.0,200214,0.3592555555555555,0.5913777777777778,0.9923543750620348,7.0,0.98,0.7999999999999999,0.1356,0.0,0.7057,0.0,0.0,0.0,0.0,1.6167,2.2155,0.0,3.0238000000000005,0.8035,0.7523622047244095,477.0,6965,True,1960-1980,6965,1960-1980,Baseboards,Multi-unit: whole building,,
942,ERS-EX-27135.H2K,QUEBEC,MCTAVISH,4028.0,House,Double/Semi-detached,Rectangular,One storey,1960,1965,0.0,0.0,0.0,0.0,112.9,82.9,0.0,0.0,195.8,509.0237,4.9682,9.4785,1751.6439,2,1,0,0.0,6.2997,2.6,9.7,0.9,189.4101,55,21.0,18.0,25.0,8,Boiler,Electric,Electric boiler,100.0,Steady State,18.0,0.0,0.0,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,Central split system,3.0,COP,3.5169,,,,,COP,,,,,,Electricity,Conventional tank,246.0999,0.82,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,1,75.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,75.0018,1,38.0,BCCB_4,42.83,35.6616,82.8695,2.2555,1.1582,0.76,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Attic/gable,12.3444,112.8772,0.3333,0.3048,0.0,0.0,0.0,0.0,30.0077,5.7912,0.0,0.0,76.56262056,30.6324,2.4994,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.28209872,35.6616,0.2042,3,0.889,2.049,0,0.0,4,8.12772615244,0,0.0,0,0.0,0,0.0,7,6.91353456,0,0.0,2,2.9677360000000004,0,0.0,18.008996712440002,14.644295191588604,UserSpecified_0.27,0.2655,1.0,,0.0,0.0,4231000660,0.7058,1.0,,0.0,0.0,,0.0,0.0,User specified,0.0,1.0,2403K02000,1.969,1.0,,0.0,0.0,3221309610,3.9502,1.0,,0.0,0.0,1201102941,2.2859,100,1.0,1800000940,0.9866,1.0,200014,0.3399125,0.5909,0.7615891729807375,2.0,0.39,0.6611570247933883,0.2655,0.0,0.7058,0.0,0.0,0.0,1.969,0.0,3.9502,0.0,2.2859,0.9866,0.4899480877211569,477.0,6965,True,1960-1980,6965,1960-1980,Boiler,House,,
1513,ERS-EX-25969.h2k,QUEBEC,MONTREAL INTL,4200.0,Multi-unit: whole building,Attached Triplex,Rectangular,Two storeys,1960,1962,0.0,3.0,0.0,0.0,191.6,71.0,0.0,0.0,262.6,703.9344,8.0162,6.7705,1867.1746,6,0,0,0.0,15.5392,5.1,13.2,1.2,373.1646,55,21.0,18.0,25.0,8,Boiler,Electric,Electric boiler,100.0,Steady State,26.5,0.0,0.0,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,189.3,0.82,False,0.0,0.0,False,Electricity,Conventional tank,302.7999,0.7874,False,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,66.0,1,150.0,0,0.0,0.0,1,114.0,BCIA_1,39.84,28.0416,71.0337,2.4384,0.9144,0.7,0.0,0.0,0,True,True,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Flat,0.0,0.0,0.0,0.0,11.7866,95.8109,0.0,0.0,24.7772,3.048,0.0,0.0,145.30035456000002,56.0832,2.5908,8.0,8.0,0.0,0.0,0.0,0.0,0.0,6.449568,28.0416,0.23,6.444669,28.0203,0.23,5,0.864,2.098,10,14.14061769788001,0,0.0,0,0.0,0,0.0,7,13.161264,0,0.0,5,7.618049823560021,0,0.0,0,0.0,34.91993152144003,17.379153569057404,UserSpecified_0.22,0.2217,1.0,,0.0,0.0,4221006610,0.7827,1.0,,0.0,0.0,,0.0,0.0,21067,0.456,1.0,,0.0,0.0,2233201000,2.084,1.0,3221206660,2.6505,1.0,,0.0,0.0,1253201540,2.462,100,1.0,1800100520,1.9661,0.5001899685882926,200023,0.3154333333333333,0.5647866666666667,0.9219598744537396,5.0,1.14,0.8038740920096852,0.2217,0.0,0.7827,0.0,0.0,0.4559999999999999,0.0,2.084,2.6505,0.0,2.462,2.307355448988179,0.8277873951852854,477.0,6965,True,1960-1980,6965,1960-1980,Boiler,Multi-unit: whole building,,
322,ERS-EX-25761.H2K,QUEBEC,MCTAVISH,4028.0,House,Single Detached,Rectangular,One storey,1970,1979,0.0,0.0,0.0,0.0,87.6,42.4,0.0,0.0,130.0,552.949,6.3094,6.85,1526.9163,2,1,0,0.0,6.2997,2.6,9.7,0.9,189.4143,55,21.0,18.0,25.0,8,Furnace,Electric,Electric furnace,100.0,Steady State,19.0,0.0,0.0,False,0.0,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,False,Never,,,COP,,AirHeatPump,Central split system,Heating/Cooling,6.0,COP,12.0,False,15.0,False,,Electricity,Conventional tank,189.3,0.8217,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,2,66.0,1,75.0,0,0.0,0.0,1,38.0,BCCB_4,33.52,33.5158,42.4474,2.3927000000000005,1.3259,0.0,0.0,0.6096,0,True,True,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Attic/gable,24.0182,87.5518,0.333,0.0914,0.0,0.0,0.0,0.0,10.0,3.1623,0.0,0.0,169.65768968,69.8907,2.4274716046627094,8.0,0.0,17.5999912,7.2908,2.414,2.0,0.0,0.0,0.0,0.0,6.8401895,33.4975,0.2042,1,0.864,2.032,7,9.78578761152,0,0.0,1,0.27870915048,0,0.0,8,8.56256438360002,0,0.0,5,4.30450798736001,0,0.0,0,0.0,22.931569132960032,10.803908266167412,,0.0,0.0,,0.0,0.0,4200000000,0.4682,1.0,1200201841,2.0843,1.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2403J01000,6.436,1.0,,0.0,0.0,3200000000,0.0,1.0,,0.0,0.0,1201201821,2.175,,0.5024747035092085,1800000840,0.9602,1.0,200014,0.3347833333333334,0.5172083333333333,0.8163403096412373,4.0,0.98,1.0,0.0,0.0,0.4682,2.0843,0.0,0.0,6.436,0.0,0.0,0.0,2.2574932639054057,0.9602,0.98,477.0,6965,True,1960-1980,6965,1960-1980,Furnace,House,,
1489,ERS-EX-25938.h2k,QUEBEC,MONTREAL INTL,4200.0,Multi-unit: whole building,Apartment Row,Rectangular,Two storeys,1970,1974,0.0,8.0,0.0,0.0,417.9,450.0,0.0,36.2,867.9,3298.4316,5.7302,4.8824,6726.9907,16,0,0,3.1132,41.4378,13.6,35.2,3.2,995.0833,55,21.0,18.0,25.0,8,Furnace,Oil,Furnace w/ flame ret. head,83.0,Steady State,59.5,0.0,127.0,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,1512.9362,0.8218,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,264.0,0,0.0,0,0.0,0.0,1,304.0,BCCB_4,86.87,77.0839,450.0223,2.033,1.5758,1.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Flat,0.0,0.0,0.0,0.0,26.417,452.2798,0.0,0.0,0.0,0.0,0.0,0.0,399.3531777,164.2568,2.431273333584972,8.0,2.0,0.0,0.0,0.0,0.0,0.0,15.759216679999998,77.1754,0.2042,15.74053238,77.0839,0.2042,17,0.885,2.084,6,4.45934608256,0,0.0,24,37.40895841536,0,0.0,2,2.0438668800000004,0,0.0,24,37.40895841536,0,0.0,0,0.0,82.59080451072,17.71971014103562,130001,0.2623,1.0,,0.0,0.0,4221006710,0.8063,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,,0.0,0.0,2223201000,2.1028,1.0,,0.0,0.0,,0.0,0.0,1201201841,2.3951,101,1.0,1800200840,2.8539,0.5002965785531245,213225,0.499176923076923,0.3686999999999999,0.8682406716458897,5.0,1.14,1.0,0.2623,0.0,0.8063,0.0,0.0,0.0,0.0,2.1028,0.0,0.0,2.395231957488265,1.2543727456218468,1.1399999999999997,477.0,6965,True,1960-1980,6965,1960-1980,Furnace,Multi-unit: whole building,,
