,filename,province_std,location_std,hdd,houseType,houseSubType,planShape,storeys,decade,vintageExact,murbStoreysInBuilding,murbDwellingCount,murbNonResUnitCount,murbUnitsVisitedCount,agFloorArea,bgFloorArea,nonResUnitFloorArea,commonSpacesFloorArea,totFloorArea,totVolume,highestCeiling,ach,ela,numAdults,numChildren,numInfants,commonSpaceElectricalConsumption,dailyElectricApplianceConsumption,dailyLightingConsumption,dailyOtherElectricityConsumption,dailyExteriorElectricityConsumption,dailyHotWaterLoad,hotWaterSetPoint,dayHeatingSetPoint,nightHeatingSetPoint,coolingSetPoint,setbackDuration,spaceHeatingType,spaceHeatingFuel,spaceHeatingEquipType,spaceHeatingEff,spaceHeatingEffType,spaceHeatingCapacity,spaceHeatingPilotLight,spaceHeatingFlueDiameter,spaceHeatingDualFuel,spaceHeatingDualFuelSwitchTemp,supplHeatingFuel,supplHeatingEquipType,supplHeatingEff,supplHeatingCapacity,supplHeatingPilotLight,supplHeatingFlueDiameter,supplHeatingLocationHeated,supplHeatingAreaHeated,supplHeatingDamperClosed,supplHeatingUsed,coolingEquipType,coolingEff,coolingEffType,coolingCapacity,heatPumpType,heatPumpEquipType,heatPumpMode,heatPumpHeatingEff,heatPumpHeatingEffType,heatPumpCoolingEff,heatPumpCoolingEffType,heatPumpCapacity,coldClimateHeatPump,heatPumpRestrictedTemp,primaryDhwFuel,primaryDhwTankType,primaryDhwTankVolume,primaryDhwEF,primaryDhwIsUEF,primaryDhwPilotLight,primaryDhwFlueDiameter,primaryHasDwhr,secondaryDhwFuel,secondaryDhwTankType,secondaryDhwTankVolume,secondaryDhwEF,secondaryDhwIsUEF,secondaryDhwPilotLight,secondaryDhwFlueDiameter,secondaryHasDwhr,generationPresent,solarPvArraySize,solarPvArrayAngle,solarPvArrayAzimuth,solarPvEff,solarPvNOCT,solarPvTempCoeff,solarPvMiscLosses,solarPvInverterEff,solarPvOtherLosses,solarPvGridAbsorpitionRate,hrvPresent,hrvTotalSupply,hrvTotalReturn,hrvEff1,hrvTemp1,hrvEff2,hrvTemp2,wholeBathroomVentCount,wholeBathroomVentTotalExhaust,wholeRangeVentCount,wholeRangeVentTotalExhaust,wholeUtilityVentCount,wholeUtilityVentTotalSupply,wholeUtilityVentTotalExhaust,supplBathroomVentCount,supplBathroomVentTotalExhaust,supplRangeVentCount,supplRangeVentTotalExhaust,supplUtilityVentCount,supplUtilityVentTotalSupply,supplUtilityVentTotalExhaust,dryerVentCount,dryerVentTotalExhaust,basementConfig,basementPerimeter,basementExpPerimeter,basementFloorArea,basementWallHeight,basementWallDepth,basementIntWallInsAreaFrac,basementExtWallInsAreaFrac,basementPonyWallHeight,basementPonyWallInsAreaFrac,isBasementHeated,basementSeparateThermostat,crawlspaceConfig,crawlspaceVentType,crawlspacePerimeter,crawlspaceExpPerimeter,crawlspaceFloorArea,crawlspaceWallHeight,crawlspaceWallDepth,crawlspaceWallInsAreaFrac,isCrawlspaceHeated,slabConfig,slabPerimeter,slabExpPerimeter,slabArea,ceilingConstType,ceilingLength,ceilingArea,ceilingRoofSlope,ceilingHeelHeight,ceilingFlatLength,ceilingFlatArea,ceilingFlatRoofSlope,ceilingFlatHeelHeight,expFloorArea,expFloorLength,bufferedExpFloorArea,bufferedExpFloorLength,wallArea,wallPerimeter,wallEqHeight,wallCornersTot,wallIntersectionsTot,bufferedWallArea,bufferedWallPerimeter,bufferedWallEqHeight,bufferedWallCornersTot,bufferedWallIntersectionsTot,floorHeaderArea,floorHeaderPerimeter,floorHeaderEqHeight,floorHeaderFoundationArea,floorHeaderFoundationPerimeter,floorHeaderFoundationEqHeight,doorCount,avgDoorWidth,avgDoorHeight,windowCountS,windowAreaS,windowCountSW,windowAreaSW,windowCountW,windowAreaW,windowCountNW,windowAreaNW,windowCountN,windowAreaN,windowCountNE,windowAreaNE,windowCountE,windowAreaE,windowCountSE,windowAreaSE,skylightCount,skylightArea,totWindowArea,glazingRatio,dominantBasementWallType,dominantBasementWallRVal,dominantBasementWallAreaFrac,dominantBasementExtWallType,dominantBasementExtWallRVal,dominantBasementExtWallAreaFrac,dominantFloorsAboveType,dominantFloorsAboveRVal,dominantFloorsAboveAreaFrac,dominantPonyWallType,dominantPonyWallRVal,dominantPonyWallAreaFrac,dominantCrawlspaceWallType,dominantCrawlspaceWallRVal,dominantCrawlspaceWallAreaFrac,dominantSlabType,dominantSlabRVal,dominantSlabAreaFrac,dominantCeilingType,dominantCeilingRVal,dominantCeilingAreaFrac,dominantCeilingFlatType,dominantCeilingFlatRVal,dominantCeilingFlatAreaFrac,dominantExpFloorType,dominantExpFloorRVal,dominantExpFloorAreaFrac,dominantExpFloorBuffType,dominantExpFloorBuffRVal,dominantExpFloorBuffAreaFrac,dominantWallType,dominantWallRVal,dominantWallLintelType,dominantWallAreaFrac,dominantFloorHeaderType,dominantFloorHeaderRVal,dominantFloorHeaderAreaFrac,dominantWindowType,dominantWindowRVal,dominantWindowShgc,dominantWindowAreaFrac,dominantDoorType,dominantDoorRVal,dominantDoorAreaFrac,equivBasementWallRVal,equivExtBasementWallRVal,equivBasementFloorsAboveRVal,equivPonyWallRVal,equivCrawlspaceWallRVal,equivSlabRVal,equivCeilingRVal,equivCeilingFlatRVal,equivExpFloorRVal,equivExpFloorBuffRVal,equivWallRVal,equivFloorHeaderRVal,equivDoorRVal,old_weather_zone,weather_zone,zone_changed,period,selected_for_zone,selected_for_period,selected_for_heating,selected_for_house_type,similarity_rmse,similarity_correlation
1625,ERS-EX-5085.h2k,QUEBEC,QUEBEC INTL,5080.0,Multi-unit: whole building,Detached Duplex,Rectangular,Two storeys,1990,1990,0.0,2.0,0.0,0.0,188.2,105.9,0.0,0.0,294.1,825.4929,7.8029,3.2514,922.5558,4,0,0,0.0,10.3594,3.4,8.8,0.8,251.4315,55,21.0,18.0,25.0,8,Furnace,Electric,Electric furnace,100.0,Steady State,17.5,0.0,0.0,False,0.0,Mixed Wood,Wood fireplace,30.0,2.0,0.0,127.0,Main Floors,12.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,279.1299,0.7945,False,0.0,0.0,False,Electricity,Conventional tank,180.9344,0.8242,False,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,66.0,2,300.0,1,0.0,49.9792,1,76.0,BCCB_4,41.46,41.4528,105.9094656,2.4384,0.6096,1.0,0.0,1.2192,0,True,True,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,"Attic/gable,Cathedral",17.6784,63.7315,0.333,0.3048,17.6784,77.0166,0.333,0.3048,22.2967,3.6576,0.0,0.0,190.16203776000003,95.0976,1.9996512820512824,10.0,4.0,0.0,0.0,0.0,0.0,0.0,5.48420544,21.9456,0.2499,10.35905472,41.4528,0.2499,3,1.033,2.057,11,15.604680239903995,0,0.0,8,7.13288901588,0,0.0,13,16.55738666672001,0,0.0,2,0.91870793652,0,0.0,0,0.0,40.21366385902401,14.269567295906036,0000A2,1.5642,1.0,,0.0,0.0,4200000000,0.4684,1.0,1211Y02920,3.1919,1.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,24035B2000,6.0555,0.9416913143422012,2233aB2000,5.3501,0.7201447480153629,3230Y06620,3.7776,1.0,,0.0,0.0,1211Y02920,3.3003,100,0.8514817968261132,1800Y00920,3.7638,1.0,200012,0.33649,0.5473199999999999,0.340952296701591,4.0,0.98,1.0,1.5642,0.0,0.4684,3.1919,0.0,0.0,5.976412426222804,4.504753160213473,3.7776,0.0,3.334783408508782,3.7644144223182496,0.98,491.0,6784,True,post1980,6784,post1980,Furnace,Multi-unit: whole building,,
1118,ERS-EX-4969.H2K,QUEBEC,QUEBEC INTL,4838.0,House,Single Detached,Rectangular,One storey,1930,1935,0.0,0.0,0.0,0.0,74.2,48.1,0.0,0.0,122.3,312.6746,6.4922,1.8318,210.3398,2,1,0,0.0,6.2997,2.6,9.7,0.9,191.1188,55,21.0,18.0,25.0,8,Baseboards,Electric,Baseboards,100.0,Steady State,7.5,0.0,0.0,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,184.1166,0.82,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,True,27.9865,27.9865,65,0,62,-25,0,0.0,0,0.0,0,0.0,0.0,1,33.0,1,75.0,0,0.0,0.0,1,38.0,BCCB_4,27.75,27.7377,48.0773,2.3378,1.7282,1.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Cathedral,0.0,0.0,0.0,0.0,14.0208,56.2621,0.333,0.3048,0.0,0.0,0.0,0.0,109.90429632,27.7368,3.9624,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.580644159999999,27.7368,0.2012,2,0.914,2.083,1,0.4741926,2,2.4774144,0,0.0,3,5.5096669334,0,0.0,3,2.838704,0,0.0,7,9.27998219184,0,0.0,20.57996012524,15.544499466268228,0000J2,2.0816,1.0,,0.0,0.0,4231000660,0.7056,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,,0.0,0.0,2221WG6000,4.8378,1.0,,0.0,0.0,,0.0,0.0,16E11F2821,5.4031,100,1.0,1800WE0820,4.312,1.0,200214,0.3592857142857143,0.5863714285714287,0.4293551372338704,4.0,0.98,1.0,2.0816,0.0,0.7056,0.0,0.0,0.0,0.0,4.8378,0.0,0.0,5.4031,4.312,0.98,491.0,6784,True,pre1960,6784,pre1960,Baseboards,House,,
1563,ERS-EX-26964.h2k,QUEBEC,QUEBEC INTL,5080.0,Multi-unit: whole building,Detached Duplex,Rectangular,One storey,1950,1957,0.0,2.0,0.0,0.0,89.7,89.7,0.0,0.0,179.4,450.7222,3.6576,2.9795,511.4776,4,0,0,0.0,10.3594,3.4,8.8,0.8,251.4315,55,21.0,18.0,25.0,8,Baseboards,Electric,Baseboards,100.0,Steady State,13.0,0.0,0.0,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,246.0999,0.82,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,66.0,1,150.0,0,0.0,0.0,1,76.0,BCCB_4,37.95,37.9476,89.67465936,2.438400000000001,1.3716,1.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Attic/gable,19.6078,89.67,0.3333,0.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.28824852,29.0322,2.3866,4.0,0.0,21.27749364,8.9154,2.3866,4.0,0.0,0.0,0.0,0.0,7.63505712,37.9476,0.2012,3,0.843,2.05,0,0.0,4,4.98257105338,0,0.0,5,7.51095333214,0,0.0,2,3.29483259752001,0,0.0,5,7.55740489024,0,0.0,23.34576187328001,19.884674194473646,0000G1,0.945,1.0,,0.0,0.0,4231000660,0.7058,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2403501000,4.8577,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1251101121,1.7910499999999998,100,1.0,1800K00120,2.2612,1.0,210014,0.46314,0.3894999999999999,0.4538495485918091,2.0,0.39,0.661682617513874,0.945,0.0,0.7058,0.0,0.0,0.0,4.8577,0.0,0.0,0.0,1.7993510873058385,2.2612,0.5016575442627597,491.0,6784,True,pre1960,6784,pre1960,Baseboards,Multi-unit: whole building,,
1126,ERS-EX-5008.H2K,QUEBEC,QUEBEC INTL,4838.0,House,Single Detached,"Other, 7-8 corners",One storey,1950,1957,0.0,0.0,0.0,0.0,89.4,50.2,0.0,0.0,139.60000000000002,638.5168,4.3282,2.9509,744.7482,2,1,0,0.0,6.2997,2.6,9.7,0.9,191.1146,55,21.0,18.0,25.0,8,Boiler,Electric,Electric boiler,100.0,Steady State,20.0,0.0,0.0,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,246.0999,0.82,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,33.0,1,74.9924,0,0.0,0.0,1,38.0,BCCB_4,47.25,47.244,117.0578,2.4384,1.6764,0.49,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Cathedral,0.0,0.0,0.0,0.0,16.1544,118.0798,0.167,0.1524,0.0,0.0,0.0,0.0,127.582422,47.244,2.7005,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5054928,47.244,0.2012,2,1.118,2.032,1,2.1677376,0,0.0,7,7.914822981599999,0,0.0,2,1.05290112,0,0.0,5,11.67481599246,0,0.0,0,0.0,22.81027769406,13.178440105939083,UserSpecified_0.09,0.0932,1.0,,0.0,0.0,4231000660,0.7059,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,,0.0,0.0,2233302000,3.3706,1.0,,0.0,0.0,,0.0,0.0,16E0002940,1.7136,100,1.0,1800000940,0.9866,1.0,413015,0.8351,0.2458,0.4330806790235832,5.0,1.14,1.0,0.0932,0.0,0.7059,0.0,0.0,0.0,0.0,3.3706,0.0,0.0,1.7136,0.9866,1.14,491.0,6784,True,pre1960,6784,pre1960,Boiler,House,,
1616,ERS-EX-5054.h2k,QUEBEC,QUEBEC INTL,5080.0,Multi-unit: whole building,Detached Duplex,"Other, 5-6 corners",One storey,1950,1959,0.0,2.0,0.0,0.0,113.5,68.5,0.0,0.0,182.0,474.8453,5.2121,6.9749,1297.5485,4,0,0,0.0,10.3594,3.4,8.8,0.8,251.4259,55,21.0,18.0,25.0,8,Boiler,Electric,Electric boiler,100.0,Steady State,21.5,0.0,0.0,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,272.7654,0.82,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,2,99.0,2,224.9924,0,0.0,0.0,1,76.0,BCCB_4,38.41,38.4048,68.4695,2.4384,1.2192,1.0,0.0,0.6279,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Attic/hip,45.72,113.5275,0.583,0.3048,0.0,0.0,0.0,0.0,0.0,0.0,35.8141,7.1628,118.451376,45.72,2.5908,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51482568,28.4988,0.2286,5,0.886,2.062,8,10.05288397852002,0,0.0,3,3.51741258416,0,0.0,5,22.110925755200057,0,0.0,1,1.05290112,0,0.0,0,0.0,36.73412343788008,21.38323877086179,110101,1.41,1.0,,0.0,0.0,4231000660,0.7058,1.0,1201K01920,1.8703,1.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2223Y09000,3.3705,1.0,,0.0,0.0,,0.0,0.0,3231X06520,3.0907,1.0,16E0009970,1.71,100,1.0,1800100970,2.2,1.0,200014,0.3407,0.5217785714285714,0.986862904709947,2.0,0.3899999999999999,0.5649717514124294,1.41,0.0,0.7058,1.8703,0.0,0.0,3.3705,0.0,0.0,3.0907,1.71,2.2,0.439805057096248,491.0,6784,True,pre1960,6784,pre1960,Boiler,Multi-unit: whole building,,
1003,ERS-EX-27265.H2K,QUEBEC,QUEBEC INTL,4838.0,House,Single Detached,L-shape,Two storeys,1900,1900,0.0,0.0,0.0,0.0,159.6,64.1,0.0,0.0,223.7,507.4662,6.858,20.0038,4360.5967,2,1,0,0.0,6.2997,2.6,9.7,0.9,191.1188,55,21.0,18.0,25.0,8,Furnace,Mixed Wood,Conventional furnace,50.0,Steady State,40.0,0.0,203.2,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,246.0999,0.82,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,1,75.0,0,0.0,0.0,1,38.0,BCCB_4,32.31,32.3097,64.1031,2.225,0.9997,0.0,0.0,1.2192,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,"Attic/gable,Cathedral",12.954,74.27600000000001,0.3333,0.3048,7.0104,26.6632,0.3333,0.3048,0.0,0.0,30.8438,5.9436,156.00237024,74.98079999999999,2.080564227642277,8.0,8.0,0.0,0.0,0.0,0.0,0.0,10.796016,42.672,0.253,6.670395600000001,26.3652,0.253,4,0.864,2.083,0,0.0,3,3.4496706343000003,0,0.0,8,5.6064406032,0,0.0,6,4.42321696,0,0.0,7,7.883855565760001,0,0.0,21.363183763260004,10.026940118050964,,0.0,0.0,,0.0,0.0,4231000660,0.7057,1.0,16A0000110,1.6214,1.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2213X06000,2.4703,0.5847406968603586,2213X06000,2.3717,1.0,,0.0,0.0,3211V06610,1.7188,1.0,1211X02110,2.88205,100,1.0,1800X00110,2.9009,0.6181015452538631,200024,0.3300857142857142,0.4818571428571428,0.5082898112749734,5.0,1.14,0.5,0.0,0.0,0.7057,1.6214,0.0,0.0,2.845872858271293,2.3717,0.0,1.7188,2.884870167111746,1.386734239245565,0.5586754966887417,491.0,6784,True,pre1960,6784,pre1960,Furnace,House,,
1565,ERS-EX-26987.h2k,QUEBEC,QUEBEC INTL,5080.0,Multi-unit: whole building,Detached Duplex,L-shape,Two storeys,1920,1927,0.0,2.0,0.0,0.0,275.0,137.5,0.0,0.0,412.5,935.8239,5.4864,8.6595,3174.8074,4,0,0,0.0,10.3594,3.4,8.8,0.8,251.4315,55,21.0,18.0,25.0,8,Furnace,Mixed Wood,Conventional furnace,60.0,Steady State,38.5,0.0,203.2,False,0.0,Electric,Baseboard/Hydronic/Plenum(duct) htrs,30.0,2.0,0.0,0.0,Main Floors,12.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,246.0999,0.82,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,66.0,1,150.0,0,0.0,0.0,1,76.0,BCCB_4,49.99,49.9881,137.4965,1.905,1.2954,0.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Attic/hip,49.9872,137.4965,0.3333,0.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.76116608,99.9744,2.2982000000000005,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.618049280000001,49.9872,0.1524,11.42707392,49.9872,0.2286,4,0.842,1.909,8,9.39546599440006,0,0.0,3,4.559991281319999,0,0.0,8,14.22448995076007,0,0.0,5,3.81676731692004,0,0.0,0,0.0,31.996714543400167,11.456898130150517,,0.0,0.0,,0.0,0.0,4231000660,0.706,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2403207000,2.3105,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1201101121,1.80605,100,0.6829268292682926,1800100120,1.9611,0.6,100022,0.2090222222222222,0.5540555555555555,0.4660953852962463,5.0,1.14,0.8078929109517969,0.0,0.0,0.706,0.0,0.0,0.0,2.3105,0.0,0.0,0.0,2.0959824593688112,1.126741329190056,0.814407626127956,491.0,6784,True,pre1960,6784,pre1960,Furnace,Multi-unit: whole building,,
229,ERS-EX-25511.H2K,QUEBEC,LENNOXVILLE,4517.0,House,Single Detached,Rectangular,One storey,1970,1978,0.0,0.0,0.0,0.0,89.6,84.7,0.0,0.0,174.3,433.9953,3.871,2.6261,381.9119,2,1,0,0.0,6.2997,2.6,9.7,0.9,190.4565,55,21.0,18.0,25.0,8,Baseboards,Electric,Baseboards,100.0,Steady State,13.5,0.0,0.0,False,0.0,Wood Pellets,Pellet Stove,30.0,2.0,0.0,127.0,Basement,12.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,246.0999,0.822,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,2,66.0,1,75.0,0,0.0,0.0,1,38.0,BCCB_4,38.41,38.4057,84.6904,2.3409,1.527,1.0,0.0,0.2987,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Attic/gable,25.5209,89.6329,0.3333,0.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.1371884,39.4106,2.414,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77933728,38.4048,0.2286,2,1.295,2.083,0,0.0,5,8.12321021532002,0,0.0,0,0.0,0,0.0,9,11.388364594320002,0,0.0,3,1.361919143568,0,0.0,20.87349395320802,15.441838763443494,100061,1.5562,1.0,,0.0,0.0,4231000660,0.7058,1.0,1201201161,1.507,1.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2403L07000,5.5562,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1201201121,2.0623,100,0.6804336904284634,1800100120,1.9607,1.0,200014,0.33945,0.5852833333333334,0.4816409001625187,5.0,1.14,1.0,1.5562,0.0,0.7058,1.507,0.0,0.0,5.5562,0.0,0.0,0.0,2.005677220113632,1.9607,1.14,479.0,6832,True,1960-1980,6832,1960-1980,Baseboards,House,,
222,ERS-EX-25502.H2K,QUEBEC,LENNOXVILLE,4517.0,House,Single Detached,Rectangular,One storey,1970,1979,0.0,0.0,0.0,0.0,96.6,93.6,0.0,0.0,190.2,471.3708,4.8768,3.6655,686.2292,2,2,0,0.0,9.0,3.4,7.6,4.0,224.9998,55,21.0,21.0,25.0,8,Boiler,Mixed Wood,Conventional boiler,50.0,Steady State,18.5,0.0,203.2,False,0.0,Electric,Baseboard/Hydronic/Plenum(duct) htrs,30.0,2.0,0.0,0.0,Main Floors,12.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,189.3,0.82,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,1,0.0,3.5396,1,1.2,BCCB_4,39.66,39.6554,93.6741,2.2982,1.5118,0.57,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Attic/gable,24.6461,96.7214,0.3333,0.1524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.70631538,40.2641,2.4018,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0294766,39.6422,0.253,3,0.864,2.083,4,1.14838518983544,0,0.0,5,7.275214381849939,0,0.0,0,0.0,0,0.0,6,6.06966424248486,0,0.0,0,0.0,14.49326381417024,10.50839609949538,UserSpecified_0.13,0.1315,1.0,,0.0,0.0,4231000660,0.7049,1.0,,0.0,0.0,,0.0,0.0,User specified,0.0,1.0,2203291000,4.2897,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1201201141,2.2965,100,1.0,1800050140,2.2172,0.5712750553702872,200004,0.321225,0.6354124999999999,0.6253662403487301,5.0,1.14,1.0,0.1315,0.0,0.7049,0.0,0.0,0.0,4.2897,0.0,0.0,0.0,2.2965,1.3575431310884012,1.14,479.0,6832,True,1960-1980,6832,1960-1980,Boiler,House,,
230,ERS-EX-25514.H2K,QUEBEC,LENNOXVILLE,4517.0,House,Single Detached,Rectangular,One storey,1970,1978,0.0,0.0,0.0,0.0,95.5,93.4,0.0,0.0,188.9,465.4723,4.7854,4.7789,868.9428,2,1,0,0.0,6.2997,2.6,9.7,0.9,190.4607,55,21.0,18.0,25.0,8,Furnace,Mixed Wood,Conventional furnace,50.0,Steady State,17.0,0.0,203.2,False,0.0,,,0.0,0.0,0.0,0.0,,0.0,False,Never,,,COP,,,,,,COP,,,,,,Electricity,Conventional tank,189.3,0.822,False,0.0,0.0,False,,,0.0,0.0,,0.0,0.0,False,False,,,,,,,,,,,False,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,33.0,1,75.0,0,0.0,0.0,1,38.0,BCCB_4,40.21,40.204,93.4326,2.2616,1.4478,1.0,0.0,0.0,0,True,False,,3,0.0,0.0,0.0,0.0,0.0,0,False,,0.0,0.0,0.0,Attic/gable,26.3134,95.4857,0.3333,0.2438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98820232,40.5994,2.4628,4.0,4.0,18.218563,7.3975,2.4628,4.0,4.0,0.0,0.0,0.0,8.209473019999999,40.2031,0.2042,3,0.922,2.066,8,6.71869666164,0,0.0,1,0.4741926,0,0.0,7,8.95740190228,0,0.0,1,0.7741920000000001,0,0.0,0,0.0,16.924483163919998,12.010361017331745,0000R2,0.8883,1.0,,0.0,0.0,4231000660,0.7059,1.0,,0.0,0.0,,0.0,0.0,Sp??????cifi?????? par l'utilisateur,0.0,1.0,2413a02000,4.9762,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1201207141,2.4198,100,0.8458754627903052,1800200140,2.7875,1.0,300000,0.3598166666666667,0.6249000000000001,0.7174932420144539,2.0,0.3899999999999999,1.0,0.8883000000000001,0.0,0.7059,0.0,0.0,0.0,4.9762,0.0,0.0,0.0,2.327161687344693,2.7875,0.39,479.0,6832,True,1960-1980,6832,1960-1980,Furnace,House,,
